name,clean_name,approvaldt,origin,diameter,center_lon,center_lat,type,code,approval,min_lon,max_lon,min_lat,max_lat,ethnicity,continent,quad_name,quad_code,link,x,y
Phison,Phison,1958/01/01,Biblical first river of Paradise.,0.000000000000000,40.000000000000000,19.783600000000000,Albedo Feature,AL,Adopted by IAU,40.000000000000000,40.000000000000000,19.783600000000000,19.783600000000000,Hebrew,Asia,Arabia,mc12,http://planetarynames.wr.usgs.gov/Feature/4696,40.0000000,19.7836000
Reutov,Reutov,2013/08/05,"Town in Moscow region, Russia.",18.020000000000000,202.289700000000011,-45.073500000000003,"Crater, craters",AA,Adopted by IAU,202.073900000000009,202.505599999999987,-45.225499999999997,-44.921500000000002,Russia,Europe,Phaethontis,mc24,http://planetarynames.wr.usgs.gov/Feature/15157,-157.7103000,-45.0735000
Belyov,Belyov,2013/08/05,"(Belev) Town in Tula region, Russia.",0.200000000000000,201.990000000000009,-45.020000000000003,"Crater, craters",AA,Adopted by IAU,201.990000000000009,201.990000000000009,-45.020000000000003,-45.020000000000003,Russia,Europe,Phaethontis,mc24,http://planetarynames.wr.usgs.gov/Feature/15158,-158.0100000,-45.0200000
Tyuratam,Tyuratam,2013/08/05,(Töretam) Township in Kazakhstan.,0.300000000000000,202.039999999999992,-45.039999999999999,"Crater, craters",AA,Adopted by IAU,202.039999999999992,202.039999999999992,-45.039999999999999,-45.039999999999999,Kazakhstan,Asia,Phaethontis,mc24,http://planetarynames.wr.usgs.gov/Feature/15159,-157.9600000,-45.0400000
Electris Mons,Electris Mons,2013/08/12,Classical albedo feature name.,104.474000000000004,152.727800000000002,-45.668999999999997,"Mons, montes",MO,Adopted by IAU,151.485000000000014,154.014600000000002,-46.288100000000000,-44.991799999999998,Greek,Europe,Eridania,mc29,http://planetarynames.wr.usgs.gov/Feature/15160,152.7278000,-45.6690000
Eridania Mons,Eridania Mons,2013/08/12,Classical albedo feature name.,143.288999999999987,137.864900000000006,-57.020499999999998,"Mons, montes",MO,Adopted by IAU,135.606400000000008,140.055900000000008,-58.090200000000003,-55.903900000000000,Latin,Europe,Eridania,mc29,http://planetarynames.wr.usgs.gov/Feature/15161,137.8649000,-57.0205000
Sirenum Mons,Sirenum Mons,2013/08/12,Classical albedo feature name.,122.856999999999999,212.150900000000007,-38.215000000000003,"Mons, montes",MO,Adopted by IAU,210.835900000000009,213.483599999999996,-39.092100000000002,-37.268400000000000,Greek,Europe,Phaethontis,mc24,http://planetarynames.wr.usgs.gov/Feature/15162,-147.8491000,-38.2150000
Sirenum Tholus,Sirenum Tholus,2013/08/12,Classical albedo feature name.,53.895000000000003,215.213500000000010,-34.644100000000002,"Tholus, tholi",TH,Adopted by IAU,214.663499999999999,215.773099999999999,-35.060099999999998,-34.230699999999999,Greek,Europe,Phaethontis,mc24,http://planetarynames.wr.usgs.gov/Feature/15163,-144.7865000,-34.6441000
Thaumasia,Thaumasia,1958/01/01,"Named for Thaumas, god of clouds; Arabia.",0.000000000000000,275.000000000000000,-34.682800000000000,Albedo Feature,AL,Adopted by IAU,275.000000000000000,275.000000000000000,-34.682800000000000,-34.682800000000000,Greek,Europe,Thaumasia,mc25,http://planetarynames.wr.usgs.gov/Feature/5952,-85.0000000,-34.6828000
New Bern,New Bern,1979/01/01,American colonial town (North Carolina).,1.726920000000000,310.847800000000007,21.533400000000000,"Crater, craters",AA,Adopted by IAU,310.832100000000025,310.863499999999988,21.518899999999999,21.547999999999998,United States,North America,Lunae Palus,mc10,http://planetarynames.wr.usgs.gov/Feature/4229,-49.1522000,21.5334000
Novara,Novara,1997/01/01,Town in Italy.,86.981999999999999,349.312200000000018,-24.897900000000000,"Crater, craters",AA,Adopted by IAU,348.567999999999984,350.057299999999998,-25.366900000000001,-24.431500000000000,Italy,Europe,Margaritifer Sinus,mc19,http://planetarynames.wr.usgs.gov/Feature/4347,-10.6878000,-24.8979000
Portsmouth,Portsmouth,1979/01/01,American colonial town (New Hampshire).,1.496820000000000,310.928200000000004,22.549900000000001,"Crater, craters",AA,Adopted by IAU,310.914499999999975,310.941800000000001,22.537299999999998,22.562600000000000,United States,North America,Lunae Palus,mc10,http://planetarynames.wr.usgs.gov/Feature/4806,-49.0718000,22.5499000
Perepelkin,Perepelkin,1973/01/01,"Evgenii J.; Russian astronomer (1906-1938).",77.457099999999997,295.168200000000013,52.435800000000000,"Crater, craters",AA,Adopted by IAU,294.104300000000023,296.247900000000016,51.784999999999997,53.091799999999999,Russia,Europe,Arcadia,mc03,http://planetarynames.wr.usgs.gov/Feature/4656,-64.8318000,52.4358000
Port-Au-Prince,Port Au Prince,1979/01/01,"Port of Hispaniola Island, Haiti.",1.522170000000000,311.821300000000008,21.103300000000001,"Crater, craters",AA,Adopted by IAU,311.807500000000005,311.834999999999980,21.090499999999999,21.116199999999999,Haiti,North America,Lunae Palus,mc10,http://planetarynames.wr.usgs.gov/Feature/4802,-48.1787000,21.1033000
Rahe,Rahe,2000/01/01,"Jurgen; American astronomer and NASA program director (1940-1997).",34.443500000000000,262.521400000000028,25.054200000000002,"Crater, craters",AA,Adopted by IAU,262.234800000000007,262.807799999999986,24.847000000000001,25.261800000000001,American,North America,Tharsis,mc09,http://planetarynames.wr.usgs.gov/Feature/4926,-97.4786000,25.0542000
Rayleigh,Rayleigh,1973/01/01,"Strutt, John W., third Baron Rayleigh; British physicist (1842-1919).",125.659000000000006,118.944299999999998,-75.571399999999997,"Crater, craters",AA,Adopted by IAU,114.661500000000004,123.227199999999996,-76.637699999999995,-74.505099999999999,Great Britain,Europe,Mare Australe,mc30,http://planetarynames.wr.usgs.gov/Feature/4967,118.9443000,-75.5714000
San Juan,San Juan,1979/01/01,Puerto Rican port.,1.231970000000000,311.960699999999974,22.872900000000001,"Crater, craters",AA,Adopted by IAU,311.949400000000026,311.971999999999980,22.862500000000001,22.883299999999998,Puerto Rico,North America,Lunae Palus,mc10,http://planetarynames.wr.usgs.gov/Feature/5299,-48.0393000,22.8729000
Santa Cruz,Santa Cruz,1979/01/01,Port of Canary Islands.,1.352510000000000,312.735900000000015,21.245500000000000,"Crater, craters",AA,Adopted by IAU,312.723599999999976,312.748100000000022,21.234100000000002,21.256900000000002,Canary Is.,Africa,Lunae Palus,mc10,http://planetarynames.wr.usgs.gov/Feature/5310,-47.2641000,21.2455000
Savannah,Savannah,1979/01/01,American colonial town (Georgia).,1.344110000000000,312.221999999999980,22.020700000000001,"Crater, craters",AA,Adopted by IAU,312.209799999999973,312.234199999999987,22.009399999999999,22.032000000000000,United States,North America,Lunae Palus,mc10,http://planetarynames.wr.usgs.gov/Feature/5344,-47.7780000,22.0207000
Sevel,Sevel,1988/01/01,Town in Denmark.,7.388900000000000,323.784699999999987,79.213499999999996,"Crater, craters",AA,Adopted by IAU,323.449700000000007,324.119700000000023,79.150800000000004,79.276200000000003,Denmark,Europe,Mare Boreum,mc01,http://planetarynames.wr.usgs.gov/Feature/5444,-36.2153000,79.2135000
Puyo,Puyo,2006/01/01,Town in Ecuador.,9.935739999999999,137.260500000000008,83.933700000000002,"Crater, craters",AA,Adopted by IAU,136.462700000000012,138.058300000000003,83.849400000000003,84.018000000000001,Ecuador,South and Central America,Mare Boreum,mc01,http://planetarynames.wr.usgs.gov/Feature/14159,137.2605000,83.9337000
Tomari,Tomari,1988/01/01,Town in Russia.,5.293920000000000,113.781700000000001,19.982099999999999,"Crater, craters",AA,Adopted by IAU,113.743399999999994,113.819999999999993,19.940500000000000,20.023700000000002,Russia,Europe,Amenthes,mc14,http://planetarynames.wr.usgs.gov/Feature/6054,113.7817000,19.9821000
Deucalionis Regio,Deucalionis Regio,1958/01/01,"""Deucalion's region;"" Deucalion was King of Thessaly who saved himself from flood.",0.000000000000000,20.000000000000000,-14.831700000000000,Albedo Feature,AL,Adopted by IAU,20.000000000000000,20.000000000000000,-14.831700000000000,-14.831700000000000,Greek,Europe,Sinus Sabaeus,mc20,http://planetarynames.wr.usgs.gov/Feature/1506,20.0000000,-14.8317000
Deuteronilus,Deuteronilus,1958/01/01,"Designation of 2nd part of old feature ""Nilus.""",0.000000000000000,360.000000000000000,34.682800000000000,Albedo Feature,AL,Adopted by IAU,360.000000000000000,360.000000000000000,34.682800000000000,34.682800000000000,Latin,Europe,Mare Acidalium,mc04,http://planetarynames.wr.usgs.gov/Feature/1507,0.0000000,34.6828000
Tombe,Tombe,1976/01/01,Town in Sudan.,5.994210000000000,315.452800000000025,-42.404600000000002,"Crater, craters",AA,Adopted by IAU,315.384299999999996,315.521299999999997,-42.455199999999998,-42.354100000000003,Sudan,Africa,Argyre,mc26,http://planetarynames.wr.usgs.gov/Feature/6055,-44.5472000,-42.4046000
Wilmington,Wilmington,1979/01/01,American colonial town (Delaware).,1.345930000000000,312.525500000000022,21.604600000000001,"Crater, craters",AA,Adopted by IAU,312.513300000000015,312.537699999999973,21.593299999999999,21.616000000000000,United States,North America,Lunae Palus,mc10,http://planetarynames.wr.usgs.gov/Feature/6554,-47.4745000,21.6046000
Tycho Brahe,Tycho Brahe,1973/01/01,Danish astronomer (1546-1601).,105.274000000000001,146.117500000000007,-49.405200000000001,"Crater, craters",AA,Adopted by IAU,144.752800000000008,147.481500000000011,-50.061500000000002,-48.748899999999999,Denmark,Europe,Eridania,mc29,http://planetarynames.wr.usgs.gov/Feature/6164,146.1175000,-49.4052000
Yungay,Yungay,1976/01/01,Town in Peru.,19.694900000000001,315.246699999999976,-43.866900000000001,"Crater, craters",AA,Adopted by IAU,315.016599999999983,315.477399999999989,-44.033200000000001,-43.701000000000001,Peru,South and Central America,Argyre,mc26,http://planetarynames.wr.usgs.gov/Feature/6681,-44.7533000,-43.8669000
Dilly,Dilly,2006/01/01,Town in Mali.,2.125290000000000,157.222000000000008,13.266200000000000,"Crater, craters",AA,Adopted by IAU,157.203499999999991,157.240399999999994,13.248300000000000,13.284100000000000,Mali,Africa,Elysium,mc15,http://planetarynames.wr.usgs.gov/Feature/6948,157.2220000,13.2662000
Crotone,Crotone,2006/01/01,Town in Italy.,6.275850000000000,290.689000000000021,82.212699999999998,"Crater, craters",AA,Adopted by IAU,290.295900000000017,291.081999999999994,82.159499999999994,82.266000000000005,Italy,Europe,Mare Boreum,mc01,http://planetarynames.wr.usgs.gov/Feature/14153,-69.3110000,82.2127000
Ausonia,Ausonia,1958/01/01,Country of the Aruncii (Ausones in Greek).,0.000000000000000,110.000000000000000,-39.667200000000001,Albedo Feature,AL,Adopted by IAU,110.000000000000000,110.000000000000000,-39.667200000000001,-39.667200000000001,Greek,Europe,Hellas,mc28,http://planetarynames.wr.usgs.gov/Feature/479,110.0000000,-39.6672000
Aeolis Mons,Aeolis Mons,2012/05/16,Classical albedo feature name.,88.991000000000000,137.845300000000009,-5.083400000000000,"Mons, montes",MO,Adopted by IAU,137.108800000000002,138.624899999999997,-5.611300000000000,-4.457700000000000,Greek,Europe,Aeolis,mc23,http://planetarynames.wr.usgs.gov/Feature/15000,137.8453000,-5.0834000
Victoria,Victoria,2008/12/19,Town in the Republic of Seychelles.,0.884180000000000,354.502000000000010,-2.052300000000000,"Crater, craters",AA,Adopted by IAU,354.494500000000016,354.509400000000028,-2.059700000000000,-2.044800000000000,Republic of Seychelles,Africa,Margaritifer Sinus,mc19,http://planetarynames.wr.usgs.gov/Feature/14522,-5.4980000,-2.0523000
Amazonis,Amazonis,1958/01/01,"Land of the Amazons; on the island Hesperia.",0.000000000000000,220.000000000000000,0.000000000000000,Albedo Feature,AL,Adopted by IAU,220.000000000000000,220.000000000000000,0.000000000000000,0.000000000000000,Greek,Europe,,,http://planetarynames.wr.usgs.gov/Feature/218,-140.0000000,0.0000000
Tivoli,Tivoli,2010/08/24,Town in Grenada.,32.797600000000003,100.909999999999997,-14.326700000000001,"Crater, craters",AA,Adopted by IAU,100.692800000000005,101.127099999999999,-14.590000000000000,-14.063400000000000,Grenada,North America,Mare Tyrrhenum,mc22,http://planetarynames.wr.usgs.gov/Feature/14768,100.9100000,-14.3267000
Endeavour,Endeavour,2008/10/20,Town in Canada.,21.779000000000000,354.804500000000019,-2.283600000000000,"Crater, craters",AA,Adopted by IAU,354.620600000000024,354.988400000000013,-2.467400000000000,-2.099900000000000,Canada,North America,Margaritifer Sinus,mc19,http://planetarynames.wr.usgs.gov/Feature/14501,-5.1955000,-2.2836000
Toro,Toro,2008/11/24,Town in Spain.,41.399500000000003,71.815100000000001,17.035399999999999,"Crater, craters",AA,Adopted by IAU,71.451099999999997,72.181600000000003,16.686499999999999,17.384899999999998,Spain,Europe,Syrtis Major,mc13,http://planetarynames.wr.usgs.gov/Feature/14521,71.8151000,17.0354000
Charleston,Charleston,1979/01/01,American colonial town (South Carolina).,1.961720000000000,312.203199999999981,22.626300000000001,"Crater, craters",AA,Adopted by IAU,312.185200000000009,312.221099999999979,22.609700000000000,22.642800000000001,United States,North America,Lunae Palus,mc10,http://planetarynames.wr.usgs.gov/Feature/1152,-47.7968000,22.6263000
Galap,Galap,2009/02/12,Town in the Republic of Palau.,5.986960000000000,192.931700000000006,-37.660499999999999,"Crater, craters",AA,Adopted by IAU,192.867099999999994,192.994599999999991,-37.710400000000000,-37.609400000000001,Republic of Palau,Oceania,Phaethontis,mc24,http://planetarynames.wr.usgs.gov/Feature/14545,-167.0683000,-37.6605000
Saravan,Saravan,2009/02/06,Town in Laos.,46.886800000000001,305.980399999999975,-16.928899999999999,"Crater, craters",AA,Adopted by IAU,305.567099999999982,306.393899999999974,-17.324800000000000,-16.533799999999999,Laos,Asia,Coprates,mc18,http://planetarynames.wr.usgs.gov/Feature/14542,-54.0196000,-16.9289000
Danielson,Danielson,2009/02/12,"G. Edward Danielson, Jr.; American Engineer (1939-2005).",64.297300000000007,352.948800000000006,7.973900000000000,"Crater, craters",AA,Adopted by IAU,352.407199999999989,353.502499999999998,7.431700000000000,8.516400000000003,United States,North America,Oxia Palus,mc11,http://planetarynames.wr.usgs.gov/Feature/14544,-7.0512000,7.9739000
Lipik,Lipik,2009/02/12,Town in Croatia.,48.951099999999997,111.611300000000000,-38.414200000000001,"Crater, craters",AA,Adopted by IAU,111.084800000000001,112.138800000000003,-38.828299999999999,-38.002400000000002,Croatia,Europe,Hellas,mc28,http://planetarynames.wr.usgs.gov/Feature/14546,111.6113000,-38.4142000
Aurorae Sinus,Aurorae Sinus,1958/01/01,"""Bay of Rosy Dawn""; Aurora held back the dawn.",0.000000000000000,310.000000000000000,-14.831700000000000,Albedo Feature,AL,Adopted by IAU,310.000000000000000,310.000000000000000,-14.831700000000000,-14.831700000000000,Latin,Europe,Coprates,mc18,http://planetarynames.wr.usgs.gov/Feature/477,-50.0000000,-14.8317000
Sarh,Sarh,2009/02/12,Town in the Republic of Chad.,50.267000000000003,345.423900000000003,-64.845600000000005,"Crater, craters",AA,Adopted by IAU,344.439300000000003,346.435900000000004,-65.270700000000005,-64.422700000000006,Republic of Chad,Africa,Argyre,mc26,http://planetarynames.wr.usgs.gov/Feature/14547,-14.5761000,-64.8456000
Leighton,Leighton,2009/10/27,"Robert B.; American physicist (1919-1997).",65.944699999999997,57.751700000000000,3.079500000000000,"Crater, craters",AA,Adopted by IAU,57.195599999999999,58.309699999999999,2.523300000000000,3.635900000000000,United States,North America,Syrtis Major,mc13,http://planetarynames.wr.usgs.gov/Feature/14602,57.7517000,3.0795000
Cross,Cross,2009/02/19,"Charles Arthur; British astronomer and cartographer (1920-1980).",66.566500000000005,202.308799999999991,-30.196200000000001,"Crater, craters",AA,Adopted by IAU,201.659400000000005,202.958799999999997,-30.759300000000000,-29.636299999999999,Great Britain,Europe,Phaethontis,mc24,http://planetarynames.wr.usgs.gov/Feature/14562,-157.6912000,-30.1962000
Ausonia Montes,Ausonia Montes,1991/01/01,Albedo feature name.,333.132000000000005,99.044399999999996,-25.416499999999999,"Mons, montes",MO,Adopted by IAU,96.028800000000004,102.071299999999994,-28.785499999999999,-23.138500000000001,Latin,Europe,Mare Tyrrhenum,mc22,http://planetarynames.wr.usgs.gov/Feature/482,99.0444000,-25.4165000
Nereidum Fretum,Nereidum Fretum,1958/01/01,"""Straits of the Nereids"", who were sea nymphs.",0.000000000000000,305.000000000000000,-44.661799999999999,Albedo Feature,AL,Adopted by IAU,305.000000000000000,305.000000000000000,-44.661799999999999,-44.661799999999999,Greek,Europe,Argyre,mc26,http://planetarynames.wr.usgs.gov/Feature/4213,-55.0000000,-44.6618000
Doba,Doba,2009/07/01,Town in the Republic of Chad.,25.888600000000000,119.620599999999996,10.917600000000000,"Crater, craters",AA,Adopted by IAU,119.400300000000001,119.845100000000002,10.699400000000001,11.136100000000001,Republic of Chad,Africa,Amenthes,mc14,http://planetarynames.wr.usgs.gov/Feature/14570,119.6206000,10.9176000
Aonia Mons,Aonia Mons,2013/03/04,Classical albedo feature name.,27.068999999999999,272.083700000000022,-53.330100000000002,"Mons, montes",MO,Adopted by IAU,271.684199999999976,272.450499999999977,-53.480100000000000,-53.164200000000001,Latin,Europe,Thaumasia,mc25,http://planetarynames.wr.usgs.gov/Feature/15090,-87.9163000,-53.3301000
Asimov,Asimov,2009/05/04,"Isaac; American biochemist and writer (1920-1992).",80.821799999999996,4.925200000000000,-46.968100000000000,"Crater, craters",AA,Adopted by IAU,3.922700000000000,5.921500000000000,-47.654000000000003,-46.290500000000002,United States,North America,Noachis,mc27,http://planetarynames.wr.usgs.gov/Feature/14567,4.9252000,-46.9681000
Neith Regio,Neith Regio,1958/01/01,Lower world in Egyptian mythology.,0.000000000000000,88.000000000000000,37.672300000000000,Albedo Feature,AL,Adopted by IAU,88.000000000000000,88.000000000000000,37.672300000000000,37.672300000000000,Egypt,Africa,Casius,mc06,http://planetarynames.wr.usgs.gov/Feature/4198,88.0000000,37.6723000
Pursat,Pursat,2009/11/25,Town in Cambodia.,17.545100000000001,130.757399999999990,-37.359299999999998,"Crater, craters",AA,Adopted by IAU,130.574000000000012,130.946400000000011,-37.507899999999999,-37.211900000000000,Cambodia,Asia,Eridania,mc29,http://planetarynames.wr.usgs.gov/Feature/14623,130.7574000,-37.3593000
Canillo,Canillo,2009/07/01,Town in Andorra.,33.925100000000000,116.475499999999997,10.228000000000000,"Crater, craters",AA,Adopted by IAU,116.186800000000005,116.768299999999996,9.942000000000000,10.514300000000000,Andorra,Europe,Amenthes,mc14,http://planetarynames.wr.usgs.gov/Feature/14569,116.4755000,10.2280000
Kamnik,Kamnik,2009/11/25,Town in Slovenia.,10.373500000000000,198.210499999999996,-37.205900000000000,"Crater, craters",AA,Adopted by IAU,198.101699999999994,198.319299999999998,-37.286900000000003,-37.125000000000000,Slovenia,Europe,Phaethontis,mc24,http://planetarynames.wr.usgs.gov/Feature/14621,-161.7895000,-37.2059000
Ehden,Ehden,2009/07/01,Town in Lebanon.,57.395000000000003,119.008799999999994,8.230000000000000,"Crater, craters",AA,Adopted by IAU,118.521699999999996,119.500000000000000,7.746000000000000,8.714300000000000,Lebanon,Asia,Amenthes,mc14,http://planetarynames.wr.usgs.gov/Feature/14571,119.0088000,8.2300000
Gasa,Gasa,2009/08/06,Town in Bhutan.,7.025220000000000,129.399799999999999,-35.717900000000000,"Crater, craters",AA,Adopted by IAU,129.326799999999992,129.472800000000007,-35.777099999999997,-35.658600000000000,Bhutan,Asia,Eridania,mc29,http://planetarynames.wr.usgs.gov/Feature/14593,129.3998000,-35.7179000
Horowitz,Horowitz,2009/11/25,"Norman H.; American biologist and geneticist (1915-2005).",64.902199999999993,140.753199999999993,-32.059899999999999,"Crater, craters",AA,Adopted by IAU,140.106699999999989,141.398699999999991,-32.607399999999998,-31.512499999999999,American,North America,Eridania,mc29,http://planetarynames.wr.usgs.gov/Feature/14620,140.7532000,-32.0599000
Aonia Tholus,Aonia Tholus,2013/03/04,Classical albedo feature name.,53.688000000000002,279.959999999999980,-59.037199999999999,"Tholus, tholi",TH,Adopted by IAU,279.141700000000014,280.904999999999973,-59.370100000000001,-58.743899999999996,Latin,Europe,Thaumasia,mc25,http://planetarynames.wr.usgs.gov/Feature/15089,-80.0400000,-59.0372000
Kandi,Kandi,2009/11/25,Town in Benin.,8.238400000000000,122.097099999999998,-32.745800000000003,"Crater, craters",AA,Adopted by IAU,122.016900000000007,122.182199999999995,-32.815800000000003,-32.676800000000000,Benin,Africa,Eridania,mc29,http://planetarynames.wr.usgs.gov/Feature/14622,122.0971000,-32.7458000
Roseau,Roseau,2009/11/25,Town in Dominica.,6.486320000000000,150.569700000000012,-41.687199999999997,"Crater, craters",AA,Adopted by IAU,150.499799999999993,150.646299999999997,-41.742699999999999,-41.633200000000002,Dominica,North America,Eridania,mc29,http://planetarynames.wr.usgs.gov/Feature/14624,150.5697000,-41.6872000
Nicer Vallis,Nicer Vallis,1985/01/01,"Classical name for present Neckar River, Germany.",22.602300000000000,201.809500000000014,-6.964300000000000,"Vallis, valles",VA,Adopted by IAU,201.688999999999993,201.908999999999992,-7.086300000000000,-6.866600000000000,Germany,Europe,Memnonia,mc16,http://planetarynames.wr.usgs.gov/Feature/4246,-158.1905000,-6.9643000
Yaren,Yaren,2009/11/25,Town in Nauru.,9.193569999999999,222.551299999999998,-43.883099999999999,"Crater, craters",AA,Adopted by IAU,222.445600000000013,222.660799999999995,-43.958900000000000,-43.803800000000003,Nauru,Oceania,Phaethontis,mc24,http://planetarynames.wr.usgs.gov/Feature/14625,-137.4487000,-43.8831000
Amenthes,Amenthes,1958/01/01,Egyptian name for place where souls of the dead go.,0.000000000000000,110.000000000000000,4.941600000000000,Albedo Feature,AL,Adopted by IAU,110.000000000000000,110.000000000000000,4.941600000000000,4.941600000000000,Egypt,Africa,Amenthes,mc14,http://planetarynames.wr.usgs.gov/Feature/226,110.0000000,4.9416000
Colón,Colon,1979/01/01,Port of Panama.,1.362100000000000,312.934000000000026,22.749199999999998,"Crater, craters",AA,Adopted by IAU,312.921600000000012,312.946500000000015,22.737700000000000,22.760600000000000,Panama,South and Central America,Lunae Palus,mc10,http://planetarynames.wr.usgs.gov/Feature/1275,-47.0660000,22.7492000
Matara,Matara,2009/11/30,Town in Sri Lanka.,48.843600000000002,34.593400000000003,-49.610199999999999,"Crater, craters",AA,Adopted by IAU,33.958199999999998,35.230400000000003,-50.023099999999999,-49.199100000000001,Sri Lanka,Asia,Noachis,mc27,http://planetarynames.wr.usgs.gov/Feature/14626,34.5934000,-49.6102000
Siton Undae,Siton Undae,2007/03/20,Classical albedo feature name.,222.973000000000013,297.280300000000011,75.550899999999999,"Unda, undae",UN,Adopted by IAU,291.376300000000015,301.396500000000003,73.793999999999997,77.503299999999996,Scandinavian,Europe,Mare Boreum,mc01,http://planetarynames.wr.usgs.gov/Feature/14280,-62.7197000,75.5509000
Kibuye,Kibuye,2010/01/12,Town in Rwanda.,7.144690000000000,181.815599999999989,-29.127900000000000,"Crater, craters",AA,Adopted by IAU,181.746600000000001,181.884600000000006,-29.188199999999998,-29.067599999999999,Rwanda,Africa,Memnonia,mc16,http://planetarynames.wr.usgs.gov/Feature/14630,-178.1844000,-29.1279000
Cankuzo,Cankuzo,2010/03/04,Town in Burundi.,48.447499999999998,52.034100000000002,-19.421700000000001,"Crater, craters",AA,Adopted by IAU,51.601700000000001,52.468400000000003,-19.830700000000000,-19.013400000000001,Burundi,Africa,Iapygia,mc21,http://planetarynames.wr.usgs.gov/Feature/14651,52.0341000,-19.4217000
Luqa,Luqa,2010/03/04,Town in Malta.,17.135800000000000,131.824500000000000,-18.225899999999999,"Crater, craters",AA,Adopted by IAU,131.674700000000001,131.979000000000013,-18.370699999999999,-18.081600000000002,Malta,Europe,Mare Tyrrhenum,mc22,http://planetarynames.wr.usgs.gov/Feature/14652,131.8245000,-18.2259000
Oyama,Oyama,2010/03/26,"Vance I.; American biochemist (1922-1998).",100.778000000000006,339.887999999999977,23.566199999999998,"Crater, craters",AA,Adopted by IAU,338.966799999999978,340.821700000000021,22.716500000000000,24.416699999999999,United States,North America,Oxia Palus,mc11,http://planetarynames.wr.usgs.gov/Feature/14654,-20.1120000,23.5662000
Robert Sharp,Robert Sharp,2012/05/16,"Robert Phillip; American geologist (1911-2004).",152.076999999999998,133.422899999999998,-4.166600000000000,"Crater, craters",AA,Adopted by IAU,132.223800000000011,134.622099999999989,-5.456900000000000,-2.876200000000000,American,North America,Mare Tyrrhenum,mc22,http://planetarynames.wr.usgs.gov/Feature/15002,133.4229000,-4.1666000
Avarua,Avarua,2010/06/21,Town in the Cook Islands.,49.988700000000001,109.664900000000003,-35.926000000000002,"Crater, craters",AA,Adopted by IAU,109.146400000000000,110.188000000000002,-36.348199999999999,-35.504899999999999,Cook Islands,Oceania,Hellas,mc28,http://planetarynames.wr.usgs.gov/Feature/14740,109.6649000,-35.9260000
Aeolis Palus,Aeolis Palus,2012/05/16,Classical albedo feature name.,111.628000000000000,137.421500000000009,-4.465200000000001,"Palus, paludes",PA,Adopted by IAU,136.751800000000003,138.652400000000000,-5.386000000000000,-4.183000000000000,Greek,Europe,Aeolis,mc23,http://planetarynames.wr.usgs.gov/Feature/15001,137.4215000,-4.4652000
Harris,Harris,2010/07/07,"Daniel Lester III; American astronomer (1919-1962).",81.563800000000001,66.807299999999998,-21.904699999999998,"Crater, craters",AA,Adopted by IAU,66.067099999999996,67.549999999999997,-22.593000000000000,-21.216999999999999,United States,North America,Iapygia,mc21,http://planetarynames.wr.usgs.gov/Feature/14747,66.8073000,-21.9047000
Dowa,Dowa,2010/06/21,Town in Malawi.,40.840699999999998,110.238299999999995,-31.657699999999998,"Crater, craters",AA,Adopted by IAU,109.835700000000003,110.645300000000006,-32.002699999999997,-31.313700000000001,Malawi,Africa,Hellas,mc28,http://planetarynames.wr.usgs.gov/Feature/14741,110.2383000,-31.6577000
Fitzroy,Fitzroy,2010/06/21,Town in the Falkland Islands.,38.169499999999999,112.058899999999994,-35.686599999999999,"Crater, craters",AA,Adopted by IAU,111.664699999999996,112.457700000000003,-36.009200000000000,-35.365200000000002,Falkland Islands,South and Central America,Hellas,mc28,http://planetarynames.wr.usgs.gov/Feature/14742,112.0589000,-35.6866000
Greg,Greg,2010/06/21,"Percy; English writer (1836-1889).
",68.120900000000006,112.893199999999993,-38.593800000000002,"Crater, craters",AA,Adopted by IAU,112.157600000000002,113.628000000000000,-39.170699999999997,-38.021500000000003,England,Europe,Hellas,mc28,http://planetarynames.wr.usgs.gov/Feature/14743,112.8932000,-38.5938000
Pál,Pal,2010/06/21,"George; American-Hungarian film producer (1908-1980).",71.213999999999999,108.703400000000002,-31.307099999999998,"Crater, craters",AA,Adopted by IAU,108.000500000000002,109.406700000000001,-31.909700000000001,-30.708300000000001,United States,North America,Hellas,mc28,http://planetarynames.wr.usgs.gov/Feature/14744,108.7034000,-31.3071000
Milna,Milna,2010/08/12,Town in the Republic of Croatia.,27.475200000000001,347.761199999999974,-23.463100000000001,"Crater, craters",AA,Adopted by IAU,347.509500000000003,348.014799999999980,-23.691600000000001,-23.228100000000001,Croatia,Europe,Margaritifer Sinus,mc19,http://planetarynames.wr.usgs.gov/Feature/14766,-12.2388000,-23.4631000
Vaduz,Vaduz,2010/08/23,Capital of the Principality of Liechtenstein.,1.999210000000000,15.789000000000000,38.236600000000003,"Crater, craters",AA,Adopted by IAU,15.768000000000001,15.810700000000001,38.220399999999998,38.254100000000001,Liechtenstein,Europe,Ismenius Lacus,mc05,http://planetarynames.wr.usgs.gov/Feature/14767,15.7890000,38.2366000
Alitus,Alitus,1979/01/01,"(Alytus), town in Lithuania.",49.999200000000002,321.857100000000003,-34.911999999999999,"Crater, craters",AA,Adopted by IAU,321.555600000000027,322.158999999999992,-35.309699999999999,-34.514400000000002,Lithuania,Europe,Argyre,mc26,http://planetarynames.wr.usgs.gov/Feature/189,-38.1429000,-34.9120000
